,original_title,keywords_log_rr,med_keywords_log_rr,keywords_log_rr0,keywords_log_rr1,keywords_log_rr2,keywords_log_rr3,keywords_log_rr4,keywords_log_rr-1,genre_log_rr,med_genre_log_rr,genre_log_rr0,genre_log_rr1,genre_log_rr2,genre_log_rr-1,plotkw_log_rr,med_plotkw_log_rr,plotkw_log_rr0,plotkw_log_rr1,plotkw_log_rr2,plotkw_log_rr3,plotkw_log_rr4,plotkw_log_rr-1
508,Blood Diamond,"[2.4836226153846153, 1.6983336879084967, 1.6101000285714286, 1.5972133338607595, 1.434, 1.37461059, 1.1714285714285715, 1.08137155, 0.77256611125, 0.7180259436363636, 0.70877916, 0.70877916, 0.6831790496969696, 0.5834104925]",1.1264000607142859,2.4836226153846153,1.6983336879084967,1.6101000285714286,1.5972133338607595,1.434,0.5834104925,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[0.8151799820446611, 0.7572275285327079, 0.5357791740164867, 0.36867416274319786, -0.48545501717557166]",0.5357791740164867,0.8151799820446611,0.7572275285327079,0.5357791740164867,0.36867416274319786,-0.48545501717557166,-0.48545501717557166
510,Blood Ties,[],,0.0,0.0,0.0,0.0,0.0,0.0,[],,0.0,0.0,0.0,0.0,"[1.0886885367999788, 0.7928559679910401, 0.7431803667291272, 0.7117375646996409, 0.6309818250742523]",0.7431803667291272,1.0886885367999788,0.7928559679910401,0.7431803667291272,0.7117375646996409,0.6309818250742523,0.6309818250742523
511,Blood Work,"[1.2020912906657515, 1.11989043, 1.0224080416666668, 1.0134175896103896, 0.72802885, -0.47600966, -0.47600966, -0.47600966]",0.8707232198051948,1.2020912906657515,1.11989043,1.0224080416666668,1.0134175896103896,0.72802885,-0.47600966,"[nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[0.7330519237081026, 0.7064947047089875, 0.6309818250742523, 0.32337065816134125, -0.6462820299455275]",0.6309818250742523,0.7330519237081026,0.7064947047089875,0.6309818250742523,0.32337065816134125,-0.6462820299455275,-0.6462820299455275
514,BloodRayne,"[1.6151398, 1.2927978587912088, 0.6441558301282051, -0.9037832]",0.9684768444597069,1.6151398,1.2927978587912088,0.6441558301282051,-0.9037832,0.0,-0.9037832,"[nan, nan, nan, nan]",,,,,,"[0.8751984515763791, 0.8415705947633167, 0.5857240749404843, 0.5601398648688276, -2.3411513003829616]",0.5857240749404843,0.8751984515763791,0.8415705947633167,0.5857240749404843,0.5601398648688276,-2.3411513003829616,-2.3411513003829616
515,Bloodsport,"[5.365159769230769, 3.3965153, 1.8406720285714286, 1.055470005, 0.8271364684210527, 0.7761352380952381]",1.4480710167857143,5.365159769230769,3.3965153,1.8406720285714286,1.055470005,0.8271364684210527,0.7761352380952381,"[nan, nan, nan, nan, nan, nan]",,,,,,"[2.0631528482800663, 1.3214205679514182, 0.9127999031422878, 0.7333402063842952, 0.6214927946693682]",0.9127999031422878,2.0631528482800663,1.3214205679514182,0.9127999031422878,0.7333402063842952,0.6214927946693682,0.6214927946693682
517,Blow,"[3.3232442708333334, 2.2600456666666666, 1.66465037, 0.7721834559006211, 0.5713640754716981, 0.4388551692307692]",1.2184169129503104,3.3232442708333334,2.2600456666666666,1.66465037,0.7721834559006211,0.5713640754716981,0.4388551692307692,"[nan, nan, nan, nan, nan, nan]",,,,,,"[1.0801400220496078, 0.8688551574336568, 0.7117375646996409, 0.6005437495882157, 0.4572800355373434]",0.7117375646996409,1.0801400220496078,0.8688551574336568,0.7117375646996409,0.6005437495882157,0.4572800355373434,0.4572800355373434
518,Blow Out,"[0.8231098461538462, 0.7145833333333333, 0.7088566025641027, 0.4630699, -0.24761904761904763, -0.3333333333333333, -0.3333333333333333]",0.4630699,0.8231098461538462,0.7145833333333333,0.7088566025641027,0.4630699,-0.24761904761904763,-0.3333333333333333,"[nan, nan, nan, nan, nan, nan, nan]",,,,,,"[0.5622784437937189, 0.30533547936785344, -0.012464104337141457, -0.21619750912497365, -0.40546510810816444]",-0.012464104337141457,0.5622784437937189,0.30533547936785344,-0.012464104337141457,-0.21619750912497365,-0.40546510810816444,-0.40546510810816444
520,Blue Crush,"[2.882153915426997, 2.124143092105263, 1.055470005, 0.94792562375, 0.9135860094117647, 0.7534648588235294, 0.56542398]",0.94792562375,2.882153915426997,2.124143092105263,1.055470005,0.94792562375,0.9135860094117647,0.56542398,"[nan, nan, nan, nan, nan, nan, nan]",,,,,,"[2.139453433855014, 1.1716275647797247, 0.7293379040812851, 0.7293379040812851, 0.4631477102563345]",0.7293379040812851,2.139453433855014,1.1716275647797247,0.7293379040812851,0.7293379040812851,0.4631477102563345,0.4631477102563345
521,Blue Jasmine,"[4.511456388888889, 4.511456388888889, 3.208167327272727, 1.62653104, 1.3613050066666665, 0.15412658538461538]",2.4173491836363636,4.511456388888889,4.511456388888889,3.208167327272727,1.62653104,1.3613050066666665,0.15412658538461538,"[nan, nan, nan, nan, nan, nan]",,,,,,"[1.7068289056418349, 1.7068289056418349, 1.7068289056418349, 1.7068289056418349, 0.9060966406461057]",1.7068289056418349,1.7068289056418349,1.7068289056418349,1.7068289056418349,1.7068289056418349,0.9060966406461057,0.9060966406461057
524,Blue Streak,"[3.3232442708333334, 1.330358652173913, 1.12999208, 0.7745492918552037, 0.67634175, 0.44227020147058826, 0.21375028205128208]",0.7745492918552037,3.3232442708333334,1.330358652173913,1.12999208,0.7745492918552037,0.67634175,0.21375028205128208,"[nan, nan, nan, nan, nan, nan, nan]",,,,,,"[0.8151799820446611, 0.7042889012612826, 0.5942486472320638, 0.5637101452700308, 0.2779918665488985]",0.5942486472320638,0.8151799820446611,0.7042889012612826,0.5942486472320638,0.5637101452700308,0.2779918665488985,0.2779918665488985
525,Blue Valentine,"[3.625, 3.319704880952381, 3.1451356451612904, 2.4329319464285715, 1.6020250088435373, 1.5349743363970587, 1.5159653142857143, 1.5138971136363637, 1.3398543333333333, -0.126267725]",1.568499672620298,3.625,3.319704880952381,3.1451356451612904,2.4329319464285715,1.6020250088435373,-0.126267725,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.5546039210802889, 1.5546039210802889, 1.5546039210802889, 1.2144669617611163, 0.3260762722627508]",1.5546039210802889,1.5546039210802889,1.5546039210802889,1.5546039210802889,1.2144669617611163,0.3260762722627508,0.3260762722627508
526,Boat Trip,"[1.4992956333333334, 1.21607352, 0.6639132, -0.5706812]",0.9399933599999999,1.4992956333333334,1.21607352,0.6639132,-0.5706812,0.0,-0.5706812,"[nan, nan, nan, nan]",,,,,,"[1.1337819594328522, 0.42066266393876467, -0.8455555124905806, -0.8455555124905806, -0.8455555124905806]",-0.8455555124905806,1.1337819594328522,0.42066266393876467,-0.8455555124905806,-0.8455555124905806,-0.8455555124905806,-0.8455555124905806
529,Body Double,"[15.15612925, 3.3519421666666664, 2.147217625, 2.04932885483871, 1.8337531486146095, 1.611866746153846, 1.42295562, 1.3074603013071895, 1.08492355, 1.0224080416666668, 0.8993428571428571, 0.86900008, 0.7936739444444444, -0.06142127272727273, -0.119806]",1.3074603013071895,15.15612925,3.3519421666666664,2.147217625,2.04932885483871,1.8337531486146095,-0.119806,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[0.7042889012612826, 0.6923890954466438, 0.4803015825130407, 0.382547113089414, 0.2779918665488985]",0.4803015825130407,0.7042889012612826,0.6923890954466438,0.4803015825130407,0.382547113089414,0.2779918665488985,0.2779918665488985
530,Body of Lies,"[3.3999615663461538, 3.37110484, 1.747807, 1.682915103372434, 0.6182871142857143, 0.6182871142857143, 0.6182871142857143, 0.5668452]",1.1506011088290742,3.3999615663461538,3.37110484,1.747807,1.682915103372434,0.6182871142857143,0.5668452,"[nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[0.985906342752009, 0.8059050031695155, 0.7930607371844118, 0.48136825300867075, 0.2625404211012042]",0.7930607371844118,0.985906342752009,0.8059050031695155,0.7930607371844118,0.48136825300867075,0.2625404211012042,0.2625404211012042
532,Boiler Room,"[2.4294827999999997, 1.3822493, 0.10693288461538461]",1.3822493,2.4294827999999997,1.3822493,0.10693288461538461,0.0,0.0,0.10693288461538461,"[nan, nan, nan]",,,,,,"[0.6903064861392405, 0.19679426496218558, 0.14627222615348295, 0.10159302371815367, 0.10159302371815367]",0.14627222615348295,0.6903064861392405,0.19679426496218558,0.14627222615348295,0.10159302371815367,0.10159302371815367,0.10159302371815367
533,Bolt,"[2.065289, 2.0271571583333334, 1.3059970547619049, 1.0665332933333334, 1.0665332933333334, 1.0665332933333334, 1.0665332933333334, 0.5853280266666667]",1.0665332933333334,2.065289,2.0271571583333334,1.3059970547619049,1.0665332933333334,1.0665332933333334,0.5853280266666667,"[nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[0.8714533787637677, 0.8145813278348062, 0.8138844679971453, 0.7877128787611459, 0.7258724658165613]",0.8138844679971453,0.8714533787637677,0.8145813278348062,0.8138844679971453,0.7877128787611459,0.7258724658165613,0.7258724658165613
534,Bon Cop Bad Cop,"[2.6241232803030305, 2.056391216216216, 1.0224080416666668, 0.8993428571428571, -0.30493537446313507]",1.0224080416666668,2.6241232803030305,2.056391216216216,1.0224080416666668,0.8993428571428571,-0.30493537446313507,-0.30493537446313507,"[nan, nan, nan, nan, nan]",,,,,,"[1.9476398767033225, 0.8933316326974879, 0.7042889012612826, 0.45989805196746486, 0.45989805196746486]",0.7042889012612826,1.9476398767033225,0.8933316326974879,0.7042889012612826,0.45989805196746486,0.45989805196746486,0.45989805196746486
536,Boogeyman,"[3.2333295, 2.901896889285714, 1.960072225, 1.7541914527777775, 1.2213598525, 1.0696125428571428]",1.8571318388888889,3.2333295,2.901896889285714,1.960072225,1.7541914527777775,1.2213598525,1.0696125428571428,"[nan, nan, nan, nan, nan, nan]",,,,,,"[1.211834703447648, 1.211834703447648, 1.211834703447648, 1.0620426799842175, 0.06981304787084118]",1.211834703447648,1.211834703447648,1.211834703447648,1.211834703447648,1.0620426799842175,0.06981304787084118,0.06981304787084118
537,Boogie Nights,"[1.8734396, 1.8734396, 1.7213351846153846, 1.415467475, 1.1825025, 1.08492355, 0.8310254, 0.4854134725]",1.2989849875,1.8734396,1.8734396,1.7213351846153846,1.415467475,1.1825025,0.4854134725,"[nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.0555097790823105, 1.0555097790823105, 1.0555097790823105, 0.7117375646996409, 0.2443335882613794]",1.0555097790823105,1.0555097790823105,1.0555097790823105,1.0555097790823105,0.7117375646996409,0.2443335882613794,0.2443335882613794
539,Boom Town,"[8.7921259, 3.586, 3.1283804111111113, 2.2831031999999998, 1.88429422]",3.1283804111111113,8.7921259,3.586,3.1283804111111113,2.2831031999999998,1.88429422,1.88429422,"[nan, nan, nan, nan, nan]",,,,,,"[1.5230081844357128, 1.5230081844357128, 1.5230081844357128, 1.5230081844357128, 0.8085890597969334]",1.5230081844357128,1.5230081844357128,1.5230081844357128,1.5230081844357128,1.5230081844357128,0.8085890597969334,0.8085890597969334
540,Boomerang,"[4.175, 1.115042025, 0.7525, 0.7525, 0.7525, 0.09508831617647057, -0.1435581111111111]",0.7525,4.175,1.115042025,0.7525,0.7525,0.7525,-0.1435581111111111,"[nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.6760591925868205, 1.1805409859753746, 0.6390103267669288, 0.4903058638023951, -0.34325116170212006]",0.6390103267669288,1.6760591925868205,1.1805409859753746,0.6390103267669288,0.4903058638023951,-0.34325116170212006,-0.34325116170212006
541,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"[13.531819111111112, 13.531819111111112, 13.531819111111112, 12.624615305555556, 8.545417055555555, 4.1125848, 3.9963236444444443, 2.430602122122122, 2.119666655, 2.065289, 1.9905387346153847, 1.6983336879084967, 1.5644941636363636, 1.1786738, 1.1252125916666667, 0.7374293529411765]",2.275134388561061,13.531819111111112,13.531819111111112,13.531819111111112,12.624615305555556,8.545417055555555,0.7374293529411765,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[2.6763406666563188, 2.6763406666563188, 1.0112913065617168, 0.8688551574336568, 0.7511748365391405]",1.0112913065617168,2.6763406666563188,2.6763406666563188,1.0112913065617168,0.8688551574336568,0.7511748365391405,0.7511748365391405
542,Born on the Fourth of July,"[10.500121285714286, 10.500121285714286, 7.3475269333333335, 5.827282545454546, 5.448684726190477, 2.645625361607143, 1.9941199090909092, 1.8611376805555555, 1.7061280384615385, 1.1786738, 0.4388551692307692]",2.645625361607143,10.500121285714286,10.500121285714286,7.3475269333333335,5.827282545454546,5.448684726190477,0.4388551692307692,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[2.5117335670166354, 2.5083245703051387, 2.4423575818974403, 2.4423575818974403, 1.090128506231945]",2.4423575818974403,2.5117335670166354,2.5083245703051387,2.4423575818974403,2.4423575818974403,1.090128506231945,1.090128506231945
545,Bottle Shock,"[0.20183157142857142, 0.20183157142857142, -0.1918824]",0.20183157142857142,0.20183157142857142,0.20183157142857142,-0.1918824,0.0,0.0,-0.1918824,"[nan, nan, nan]",,,,,,"[1.2609522021434725, 0.8786098843484729, 0.8688551574336568, 0.18384670269126857, -0.21304768649716732]",0.8688551574336568,1.2609522021434725,0.8786098843484729,0.8688551574336568,0.18384670269126857,-0.21304768649716732,-0.21304768649716732
546,Bound,"[1.4929199666666666, 1.1877828936170214, 1.1763295728506789, 1.1601384823529413, 1.11989043, 0.8993428571428571, 0.5000176388888888, -0.2793073714285714]",1.1400144561764707,1.4929199666666666,1.1877828936170214,1.1763295728506789,1.1601384823529413,1.11989043,-0.2793073714285714,"[nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.2321436812926323, 1.0340472886417023, 0.7431803667291272, 0.4490641710020551, 0.34533124958986455]",0.7431803667291272,1.2321436812926323,1.0340472886417023,0.7431803667291272,0.4490641710020551,0.34533124958986455,0.34533124958986455
548,Bowling for Columbine,"[7.89111825, 7.89111825, 7.89111825, 4.318381854166667, 2.954617430769231, 2.3590526470588236, 2.0315319213438734, 1.1786738, 0.2093542960869565, -0.30493537446313507]",2.656835038914027,7.89111825,7.89111825,7.89111825,4.318381854166667,2.954617430769231,-0.30493537446313507,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[2.1850528290168163, 2.1850528290168163, 2.1850528290168163, 2.1850528290168163, 0.9110719833151322]",2.1850528290168163,2.1850528290168163,2.1850528290168163,2.1850528290168163,2.1850528290168163,0.9110719833151322,0.9110719833151322
549,Boyhood,"[10.08725, 10.08725, 10.08725, 5.586595699999999, 5.3946716666666665, 2.7798521, 2.485505, 2.4246724833333335, 1.6126852727272727, 1.1814423333333333, 1.05]",2.7798521,10.08725,10.08725,10.08725,5.586595699999999,5.3946716666666665,1.05,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[2.405795799467172, 2.405795799467172, 1.5710945142195203, 1.4844133033617188, 1.0064675660111406]",1.5710945142195203,2.405795799467172,2.405795799467172,1.5710945142195203,1.4844133033617188,1.0064675660111406,1.0064675660111406
551,Boys Don't Cry,"[4.7703035, 4.7703035, 4.7703035, 4.7703035, 2.6207730833333334, 2.36, 2.256924911111111, 2.029549351851852, 1.8413716981132076, 1.78731369, 1.5349743363970587, 1.4929199666666666, 1.4352561444444443, 0.98294, 0.8993428571428571, 0.8310254]",1.9354605249825299,4.7703035,4.7703035,4.7703035,4.7703035,2.6207730833333334,0.8310254,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.7527246787900745, 1.7527246787900745, 1.069416036973163, 0.8709497338003196, 0.7928559679910401]",1.069416036973163,1.7527246787900745,1.7527246787900745,1.069416036973163,0.8709497338003196,0.7928559679910401,0.7928559679910401
552,Boys and Girls,"[2.21204388, 2.1737235859375, 2.1570421425, 1.8127316842857142, 1.64488104, 1.6144845411764706, 1.0033352, 0.5355841379310344, 0.5217951875, 0.28921075, 0.28921075, -0.10996057142857144]",1.3089098705882352,2.21204388,2.1737235859375,2.1570421425,1.8127316842857142,1.64488104,-0.10996057142857144,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.3717647288484907, 1.1669074572614375, 0.8816964649951231, 0.6416230408162054, 0.25403020942887955]",0.8816964649951231,1.3717647288484907,1.1669074572614375,0.8816964649951231,0.6416230408162054,0.25403020942887955,0.25403020942887955
553,Boyz n the Hood,"[5.222576058797909, 4.7377607692307695, 4.454840131578948, 4.0733577767857145, 2.7738343666666667, 1.5556602, 1.368553125, 1.3074603013071895]",3.4235960717261906,5.222576058797909,4.7377607692307695,4.454840131578948,4.0733577767857145,2.7738343666666667,1.3074603013071895,"[nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[0.8703455396619532, 0.833135836364107, 0.5601398648688276, 0.363924402996363, 0.289270985131858]",0.5601398648688276,0.8703455396619532,0.833135836364107,0.5601398648688276,0.363924402996363,0.289270985131858,0.289270985131858
555,Brave,"[3.084414272, 3.004254286936937, 2.430602122122122, 2.342385375, 2.2601850978787876, 2.119666655, 1.9134227405405406, 1.9134227405405406, 1.9134227405405406, 1.9134227405405406, 1.8936243, 1.7863657164241165, 1.5, 1.4929199666666666, 1.2333852202702702, 1.08137155, 1.0678405302702703]",1.9134227405405406,3.084414272,3.004254286936937,2.430602122122122,2.342385375,2.2601850978787876,1.0678405302702703,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.069328589501163, 1.0064675660111406, 0.866569201617949, 0.7542748601353307, 0.4608236357431902]",0.866569201617949,1.069328589501163,1.0064675660111406,0.866569201617949,0.7542748601353307,0.4608236357431902,0.4608236357431902
557,Braveheart,"[5.044515583333333, 4.2348040611788615, 2.527463896853147, 1.9166666666666667, 1.9166666666666667, 1.9134227405405406, 1.5, 1.4385900952380952]",1.9166666666666667,5.044515583333333,4.2348040611788615,2.527463896853147,1.9166666666666667,1.9166666666666667,1.4385900952380952,"[nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.0704414117014134, 1.0704414117014134, 0.9324489052219342, 0.06547440009251898, -0.08986784401450823]",0.9324489052219342,1.0704414117014134,1.0704414117014134,0.9324489052219342,0.06547440009251898,-0.08986784401450823,-0.08986784401450823
559,Breakdown,"[5.720128833333334, 4.900293, 2.2411398, 2.2105762613636366, 1.753380218181818, 1.7061280384615385, 1.6254246854838708, 1.4738688254054053, 1.3802707132616487, 1.25690748, 1.2552034603365385, 1.2338346427807487, 1.1611077235294118, 1.1252125916666667, 1.11989043, 0.8993428571428571, 0.8046915377777777, 0.7307836419878296, 0.3933095555555556, 0.3933095555555556, 0.3933095555555556]",1.2552034603365385,5.720128833333334,4.900293,2.2411398,2.2105762613636366,1.753380218181818,0.3933095555555556,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.3254511569670033, 0.5551991176951143, 0.33168189233219014, 0.33168189233219014, 0.289270985131858]",0.33168189233219014,1.3254511569670033,0.5551991176951143,0.33168189233219014,0.33168189233219014,0.289270985131858,0.289270985131858
564,Brick Mansions,"[1.8406720285714286, 1.820650430357143, 1.4606010357142858, 1.1763295728506789, 1.0224080416666668, 1.0, 0.9225374, 0.6623086678571429, 0.5122824511904762]",1.0224080416666668,1.8406720285714286,1.820650430357143,1.4606010357142858,1.1763295728506789,1.0224080416666668,0.5122824511904762,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[0.900405643563247, 0.900405643563247, 0.7753673801918333, 0.16152551797387749, -0.042122482645619984]",0.7753673801918333,0.900405643563247,0.900405643563247,0.7753673801918333,0.16152551797387749,-0.042122482645619984,-0.042122482645619984
566,Bride Wars,"[3.2396281538461538, 2.1737235859375, 1.9054309837121213, 1.8095535333333332, 1.7257052511363637, 1.2585899961017657]",1.8574922585227274,3.2396281538461538,2.1737235859375,1.9054309837121213,1.8095535333333332,1.7257052511363637,1.2585899961017657,"[nan, nan, nan, nan, nan, nan]",,,,,,"[1.340804030256997, 1.340804030256997, 1.0730298872775133, 0.9967651225829375, 0.8816964649951231]",1.0730298872775133,1.340804030256997,1.340804030256997,1.0730298872775133,0.9967651225829375,0.8816964649951231,0.8816964649951231
567,Bride of Chucky,"[4.122795590833333, 2.367231870967742, 1.116505075, 1.069137, 1.069137, 1.026874, 1.026874]",1.069137,4.122795590833333,2.367231870967742,1.116505075,1.069137,1.069137,1.026874,"[nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.5914251863086608, 1.2425657991658645, 0.8857494407174967, 0.7064947047089875, 0.6309818250742523]",0.8857494407174967,1.5914251863086608,1.2425657991658645,0.8857494407174967,0.7064947047089875,0.6309818250742523,0.6309818250742523
568,Bridesmaids,"[7.8733391692307695, 7.8733391692307695, 7.8733391692307695, 7.8733391692307695, 7.8733391692307695, 7.8733391692307695, 6.392278384615384, 5.785319176470588, 4.9112176, 4.3419773, 3.8338742429487183, 3.682751852908068, 3.4535241125, 3.2396281538461538, 2.9826513333333335, 2.8, 2.5844506295454543, 1.871077784325397, 1.870712445652174, 1.6675536705882352, 1.2941810125]",3.8338742429487183,7.8733391692307695,7.8733391692307695,7.8733391692307695,7.8733391692307695,7.8733391692307695,1.2941810125,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[2.183051181988058, 1.2021759791884776, 1.158269609214765, 0.8816964649951231, 0.8558343012135995]",1.158269609214765,2.183051181988058,1.2021759791884776,1.158269609214765,0.8816964649951231,0.8558343012135995,0.8558343012135995
569,Bridge of Spies,"[2.5945902408163266, 2.00540294, 1.8334378650072152, 1.7604701833333334, 1.6610663015151514, 1.516352425925926, 1.2504784097222221]",1.7604701833333334,2.5945902408163266,2.00540294,1.8334378650072152,1.7604701833333334,1.6610663015151514,1.2504784097222221,"[nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.4151384715032425, 0.8596867741447656, 0.8059050031695155, 0.7930607371844118, 0.44140256659474275]",0.8059050031695155,1.4151384715032425,0.8596867741447656,0.8059050031695155,0.7930607371844118,0.44140256659474275,0.44140256659474275
570,Bridge to Terabithia,"[3.7536959, 2.1737235859375, 1.855896296969697, 1.6787459830769231, 1.49288105, 1.2931177166666667, 1.2931177166666667, 1.2931177166666667, 1.2931177166666667, 1.2931177166666667, 1.2931177166666667, 1.2931177166666667, 0.9722077250000001, 0.86900008, 0.5665588583333334]",1.2931177166666667,3.7536959,2.1737235859375,1.855896296969697,1.6787459830769231,1.49288105,0.5665588583333334,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[2.026931338428299, 0.987024888782494, 0.833135836364107, 0.8299123399617403, 0.7100322228710623]",0.833135836364107,2.026931338428299,0.987024888782494,0.833135836364107,0.8299123399617403,0.7100322228710623,0.7100322228710623
571,Bridget Jones's Diary,"[10.2771918, 6.8, 6.5457889, 6.152282572727273, 5.6971469571428575, 3.3162923843915344, 3.2396281538461538, 2.475314083974359, 2.3256038695652173, 2.0772723952116388, 2.065289, 2.032743396226415, 1.9905387346153847, 1.989110694074074, 1.8482183125, 1.516352425925926, 1.4929199666666666, 1.4929199666666666, 1.3707615264333581, 1.3268175933333333, 0.8310254]",2.065289,10.2771918,6.8,6.5457889,6.152282572727273,5.6971469571428575,0.8310254,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[2.4227822611750374, 2.4227822611750374, 2.4227822611750374, 1.1799585147406357, 1.1023506864641406]",2.4227822611750374,2.4227822611750374,2.4227822611750374,2.4227822611750374,1.1799585147406357,1.1023506864641406,1.1023506864641406
572,Bridget Jones: The Edge of Reason,"[8.18945376, 3.9967570799999996, 2.475314083974359, 2.000247793650794, 1.8482183125, 1.4929199666666666, 1.35926552]",2.000247793650794,8.18945376,3.9967570799999996,2.475314083974359,2.000247793650794,1.8482183125,1.35926552,"[nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.7197663059089583, 1.1023506864641406, 0.8665078103429985, 0.77017233184141, 0.46951017754401503]",0.8665078103429985,1.7197663059089583,1.1023506864641406,0.8665078103429985,0.77017233184141,0.46951017754401503,0.46951017754401503
575,Bright Star,"[2.065289, 1.4929199666666666, 0.01659120656599093, -0.4822355107843137]",0.7547555866163288,2.065289,1.4929199666666666,0.01659120656599093,-0.4822355107843137,0.0,-0.4822355107843137,"[nan, nan, nan, nan]",,,,,,"[2.319338182123604, 0.833135836364107, 0.5142810508196529, -0.3859037969062531, -0.649399399741473]",0.5142810508196529,2.319338182123604,0.833135836364107,0.5142810508196529,-0.3859037969062531,-0.649399399741473,-0.649399399741473
577,Bring It On,"[2.230354607142857, 2.230354607142857, 2.230354607142857, 2.065289, 2.0272653660714286, 1.3774833333333334, 1.055470005]",2.065289,2.230354607142857,2.230354607142857,2.230354607142857,2.065289,2.0272653660714286,1.055470005,"[nan, nan, nan, nan, nan, nan, nan]",,,,,,"[1.4882355967244347, 1.2064208243812473, 1.1725919167017236, 0.938310585580678, 0.10058681566106076]",1.1725919167017236,1.4882355967244347,1.2064208243812473,1.1725919167017236,0.938310585580678,0.10058681566106076,0.10058681566106076
578,Bringing Down the House,"[5.6337701, 1.618039998888889, 1.516352425925926, 1.1877828936170214, 0.1830544375]",1.516352425925926,5.6337701,1.618039998888889,1.516352425925926,1.1877828936170214,0.1830544375,0.1830544375,"[nan, nan, nan, nan, nan]",,,,,,"[2.2753468863246646, 0.9550993327974262, 0.9468936718523832, 0.9323977882519683, 0.8596867741447656]",0.9468936718523832,2.2753468863246646,0.9550993327974262,0.9468936718523832,0.9323977882519683,0.8596867741447656,0.8596867741447656
580,Brokeback Mountain,"[12.624615305555556, 11.7174115, 8.678139, 8.22517094, 7.128707079545455, 3.625, 3.3162923843915344, 3.20063803125, 2.9322333250000003, 2.308241613333333, 2.204677855434783, 1.7896522666666668, 1.190044417721519, 0.6639132]",3.258465207820767,12.624615305555556,11.7174115,8.678139,8.22517094,7.128707079545455,0.6639132,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,"[2.5429720387756887, 2.520940599896347, 2.1215614135927336, 1.0559404015316725, 0.8184308837714418]",2.1215614135927336,2.5429720387756887,2.520940599896347,2.1215614135927336,1.0559404015316725,0.8184308837714418,0.8184308837714418
581,Brokedown Palace,"[2.032743396226415, 2.000247793650794, 1.1877828936170214, 1.1825025, -0.48]",1.1877828936170214,2.032743396226415,2.000247793650794,1.1877828936170214,1.1825025,-0.48,-0.48,"[nan, nan, nan, nan, nan]",,,,,,"[0.9258449446789667, 0.8596867741447656, 0.833135836364107, 0.46951017754401503, -0.6539264674066639]",0.833135836364107,0.9258449446789667,0.8596867741447656,0.833135836364107,0.46951017754401503,-0.6539264674066639,-0.6539264674066639
